name,value,timeunit,lastValue,rank,dist,diff
arkmoon,0,2,0,21,0,0
eli,0,2,0,22,0,0
doc,0,2,0,23,0,0
gr33ndrag0n,0,2,0,24,0,0
triumvirate,0,2,0,25,0,0
mak,0,2,0,26,0,0
nomoredollar2,0,2,0,27,0,0
sockpuppet,0,2,0,28,0,0
civseed,0,2,0,29,0,0
xujian,0,2,0,30,0,0
sonobit,0,2,0,31,0,0
shaman,0,2,0,32,0,0
sharkpool,0,2,0,33,0,0
localhost,0,2,0,34,0,0
chiiky_2,0,2,0,35,0,0
ark.business,0,2,0,36,0,0
locama,0,2,0,37,0,0
biz,0,2,0,38,0,0
lottox,0,2,0,39,0,0
cannabanana,0,2,0,40,0,0
dated,0,2,0,41,0,0
echo,0,2,0,42,0,0
diplo,0,2,0,43,0,0
rising_sun,0,2,0,44,0,0
arc,0,2,0,45,0,0
bbclubark,0,2,0,46,0,0
4miners.net,0,2,0,47,0,0
someonesomeone,0,2,0,48,0,0
tintumon,0,2,0,49,0,0
axi,0,2,0,50,0,0
cams_yellow_jacket,0,3,0,0,0,0
hami,0,3,0,1,0,0
acf,0,3,0,2,0,0
safu,0,3,0,3,0,0
diplo,0,3,0,4,0,0
rob,0,3,0,5,0,0
dafricash,0,3,0,6,0,0
papa,0,3,0,7,0,0
monsterbit,0,3,0,8,0,0
united,0,3,0,9,0,0
vega,0,3,0,10,0,0
ghostfaceuk,0,3,0,11,0,0
thefoundry,0,3,0,12,0,0
soliury,0,3,0,13,0,0
doc,0,3,0,14,0,0
biz,0,3,0,15,0,0
dutchdelegate,0,3,0,16,0,0
samuray,0,3,0,17,0,0
ryano,0,3,0,18,0,0
pierce,0,3,0,19,0,0
cryptology,0,3,0,20,0,0
lemii,0,3,0,21,0,0
deadlock,0,3,0,22,0,0
biz_private,0,3,0,23,0,0
arklord,0,3,0,24,0,0
superskeuo,0,3,0,25,0,0
hippopotamus,0,3,0,26,0,0
pool.arkno.de,0,3,0,27,0,0
nomoredollar2,0,3,0,28,0,0
nikitab12,0,3,0,29,0,0
alessio,0,3,0,30,0,0
doweig,0,3,0,31,0,0
lottox,0,3,0,32,0,0
ondin,0,3,0,33,0,0
ravelou,0,3,0,34,0,0
arktipbot,0,3,0,35,0,0
x.com,0,3,0,36,0,0
yin,0,3,0,37,0,0
superstar,0,3,0,38,0,0
arkworld,0,3,0,39,0,0
alphacapital,0,3,0,40,0,0
krnekdo,0,3,0,41,0,0
arkx,0,3,0,42,0,0
hagie,0,3,0,43,0,0
heliohash,0,3,0,44,0,0
dated,0,3,0,45,0,0
quarkpool,0,3,0,46,0,0
civseed,0,3,0,47,0,0
arkoar.group,0,3,0,48,0,0
ares,0,3,0,49,0,0
cryptolanka123,0,3,0,50,0,0
doom,0,4,0,0,0,0
atreides_wannabe,0,4,0,1,0,0
soliury,0,4,0,2,0,0
seatrips,0,4,0,3,0,0
thegoldenhorde,0,4,0,4,0,0
xujian,0,4,0,5,0,0
dandelion,0,4,0,6,0,0
rasputin,0,4,0,7,0,0
tintumon,0,4,0,8,0,0
boxpool,0,4,0,9,0,0
alessio,0,4,0,10,0,0
bountypool,0,4,0,11,0,0
yin,0,4,0,12,0,0
ondin,0,4,0,13,0,0
arkgallery,0,4,0,14,0,0
nuevax,0,4,0,15,0,0
arkmoon,0,4,0,16,0,0
mak,0,4,0,17,0,0
smartthings,0,4,0,18,0,0
anamix,0,4,0,19,0,0
goose,0,4,0,20,0,0
rob,0,4,0,21,0,0
dafricash,0,4,0,22,0,0
therock,0,4,0,23,0,0
sharkark,0,4,0,24,0,0
arkimedes,0,4,0,25,0,0
krnekdo,0,4,0,26,0,0
arky,0,4,0,27,0,0
dated,0,4,0,28,0,0
sharkpool,0,4,0,29,0,0
provolve,0,4,0,30,0,0
jamiec79,0,4,0,31,0,0
lottox,0,4,0,32,0,0
realnoah,0,4,0,33,0,0
mody1996,0,4,0,34,0,0
toad,0,4,0,35,0,0
monsterbit,0,4,0,36,0,0
ararat,0,4,0,37,0,0
corsaro,0,4,0,38,0,0
fu_sing_uing_888,0,4,0,39,0,0
biz_private,0,4,0,40,0,0
alphacapital,0,4,0,41,0,0
itsanametoo,0,4,0,42,0,0
goldeneye,0,4,0,43,0,0
arkland,0,4,0,44,0,0
criptodogg,0,4,0,45,0,0
fun,0,4,0,46,0,0
digitron,0,4,0,47,0,0
nothinghere,0,4,0,48,0,0
arkship,0,4,0,49,0,0
arkworld,0,4,0,50,0,0
sockpuppet,0,5,0,0,0,0
barometer_delegate,0,5,0,1,0,0
ondin,0,5,0,2,0,0
chiiky,0,5,0,3,0,0
biz,0,5,0,4,0,0
atreides_wannabe,0,5,0,5,0,0
goose,0,5,0,6,0,0
dated,0,5,0,7,0,0
rasputin,0,5,0,8,0,0
slasheks,0,5,0,9,0,0
vipertkd,0,5,0,10,0,0
ravelou,0,5,0,11,0,0
wes,0,5,0,12,0,0
triumvirate,0,5,0,13,0,0
safu,0,5,0,14,0,0
ares,0,5,0,15,0,0
arky,0,5,0,16,0,0
giraffe,0,5,0,17,0,0
bountypool,0,5,0,18,0,0
mak,0,5,0,19,0,0
pool.arkno.de,0,5,0,20,0,0
heliohash,0,5,0,21,0,0
boxpool,0,5,0,22,0,0
cannabanana,0,5,0,23,0,0
arkfuturesmartnode,0,5,0,24,0,0
krnekdo,0,5,0,25,0,0
united,0,5,0,26,0,0
hardware,0,5,0,27,0,0
thricepi,0,5,0,28,0,0
smartthings,0,5,0,29,0,0
sharkpool,0,5,0,30,0,0
jarunik,0,5,0,31,0,0
emotive_ark,0,5,0,32,0,0
alphacapital,0,5,0,33,0,0
biz_private,0,5,0,34,0,0
xujian,0,5,0,35,0,0
litcoincollector,0,5,0,36,0,0
someonesomeone,0,5,0,37,0,0
hippopotamus,0,5,0,38,0,0
lemii,0,5,0,39,0,0
geops,0,5,0,40,0,0
criptodogg,0,5,0,41,0,0
ark.business,0,5,0,42,0,0
acf,0,5,0,43,0,0
vega,0,5,0,44,0,0
monsterbit,0,5,0,45,0,0
x.com,0,5,0,46,0,0
4miners.net,0,5,0,47,0,0
hami,0,5,0,48,0,0
bioly,0,5,0,49,0,0
tintumon,0,5,0,50,0,0
ravelou,0,6,0,0,0,0
gr33ndrag0n,0,6,0,1,0,0
quarkpool,0,6,0,2,0,0
shaman,0,6,0,3,0,0
bikerleszno,0,6,0,4,0,0
heliohash,0,6,0,5,0,0
ryano,0,6,0,6,0,0
lemii,0,6,0,7,0,0
arkimedes,0,6,0,8,0,0
corsaro,0,6,0,9,0,0
superskeuo,0,6,0,10,0,0
ondin,0,6,0,11,0,0
locama,0,6,0,12,0,0
chiiky_2,0,6,0,13,0,0
arkane,0,6,0,14,0,0
bbclubark,0,6,0,15,0,0
arkmoon,0,6,0,16,0,0
krnekdo,0,6,0,17,0,0
x.com,0,6,0,18,0,0
bcboilermaker,0,6,0,19,0,0
pierce,0,6,0,20,0,0
arc,0,6,0,21,0,0
nomoredollar2,0,6,0,22,0,0
dafricash,0,6,0,23,0,0
isabella,0,6,0,24,0,0
betty,0,6,0,25,0,0
coolbeans,0,6,0,26,0,0
digitron,0,6,0,27,0,0
nikitab12,0,6,0,28,0,0
hagie,0,6,0,29,0,0
realnoah,0,6,0,30,0,0
geops,0,6,0,31,0,0
arklord,0,6,0,32,0,0
diplo,0,6,0,33,0,0
pitbull,0,6,0,34,0,0
cannabanana,0,6,0,35,0,0
sonobit,0,6,0,36,0,0
chris,0,6,0,37,0,0
elegato,0,6,0,38,0,0
jiraffes,0,6,0,39,0,0
arkworld,0,6,0,40,0,0
zillion,0,6,0,41,0,0
mainarknet,0,6,0,42,0,0
forginator,0,6,0,43,0,0
lottox,0,6,0,44,0,0
papa,0,6,0,45,0,0
rising_sun,0,6,0,46,0,0
litcoincollector,0,6,0,47,0,0
videodrome,0,6,0,48,0,0
goose,0,6,0,49,0,0
localhost,0,6,0,50,0,0
ares,0,7,0,0,0,0
giraffe,0,7,0,1,0,0
doom,0,7,0,2,0,0
arkeology,0,7,0,3,0,0
hami,0,7,0,4,0,0
krnekdo,0,7,0,5,0,0
dafricash,0,7,0,6,0,0
digitron,0,7,0,7,0,0
emotive_ark,0,7,0,8,0,0
toad,0,7,0,9,0,0
jarunik,0,7,0,10,0,0
sidzero,0,7,0,11,0,0
calidelegate,0,7,0,12,0,0
arc,0,7,0,13,0,0
thegoldenhorde,0,7,0,14,0,0
smartthings,0,7,0,15,0,0
mainarknet,0,7,0,16,0,0
videodrome,0,7,0,17,0,0
anamix,0,7,0,18,0,0
lottox,0,7,0,19,0,0
hippopotamus,0,7,0,20,0,0
chiiky_2,0,7,0,21,0,0
chris,0,7,0,22,0,0
sockpuppet,0,7,0,23,0,0
arkgallery,0,7,0,24,0,0
localhost,0,7,0,25,0,0
arkade_delegate,0,7,0,26,0,0
sonobit,0,7,0,27,0,0
superskeuo,0,7,0,28,0,0
mak,0,7,0,29,0,0
dutchdelegate,0,7,0,30,0,0
litcoincollector,0,7,0,31,0,0
x.com,0,7,0,32,0,0
vipertkd,0,7,0,33,0,0
samuray,0,7,0,34,0,0
noah,0,7,0,35,0,0
arkpool,0,7,0,36,0,0
kolap,0,7,0,37,0,0
mody1996,0,7,0,38,0,0
geops,0,7,0,39,0,0
sharkpool,0,7,0,40,0,0
del,0,7,0,41,0,0
arktipbot,0,7,0,42,0,0
biz_private,0,7,0,43,0,0
zillion,0,7,0,44,0,0
axi,0,7,0,45,0,0
cams_yellow_jacket,0,7,0,46,0,0
arkmoon,0,7,0,47,0,0
safu,0,7,0,48,0,0
corsaro,0,7,0,49,0,0
acf,0,7,0,50,0,0
doom,0,8,0,0,0,0
forginator,0,8,0,1,0,0
jiraffes,0,8,0,2,0,0
chris,0,8,0,3,0,0
zillion,0,8,0,4,0,0
triumvirate,0,8,0,5,0,0
xujian,0,8,0,6,0,0
yin,0,8,0,7,0,0
ravelou,0,8,0,8,0,0
mody1996,0,8,0,9,0,0
arkeology,0,8,0,10,0,0
axi,0,8,0,11,0,0
hippopotamus,0,8,0,12,0,0
therock,0,8,0,13,0,0
papa,0,8,0,14,0,0
noah,0,8,0,15,0,0
echo,0,8,0,16,0,0
cryptolanka123,0,8,0,17,0,0
seatrips,0,8,0,18,0,0
someonesomeone,0,8,0,19,0,0
krnekdo,0,8,0,20,0,0
sidzero,0,8,0,21,0,0
geops,0,8,0,22,0,0
alphacapital,0,8,0,23,0,0
civseed,0,8,0,24,0,0
ararat,0,8,0,25,0,0
arktipbot,0,8,0,26,0,0
biz_classic,0,8,0,27,0,0
kiashaan,0,8,0,28,0,0
smartthings,0,8,0,29,0,0
mr.arklife,0,8,0,30,0,0
arkoar.group,0,8,0,31,0,0
tibonos,0,8,0,32,0,0
cryptology,0,8,0,33,0,0
vipertkd,0,8,0,34,0,0
bcboilermaker,0,8,0,35,0,0
fun,0,8,0,36,0,0
ondin,0,8,0,37,0,0
arkpool,0,8,0,38,0,0
safu,0,8,0,39,0,0
shaman,0,8,0,40,0,0
barometer_delegate,0,8,0,41,0,0
jimbob,0,8,0,42,0,0
lottox,0,8,0,43,0,0
hami,0,8,0,44,0,0
sharkark,0,8,0,45,0,0
corsaro,0,8,0,46,0,0
x.com,0,8,0,47,0,0
bikerleszno,0,8,0,48,0,0
bbclubark,0,8,0,49,0,0
anamix,0,8,0,50,0,0
arkade_delegate,0,9,0,0,0,0
biz,0,9,0,1,0,0
calidelegate,0,9,0,2,0,0
acf,0,9,0,3,0,0
yin,0,9,0,4,0,0
ozpooldelegate,0,9,0,5,0,0
barometer_delegate,0,9,0,6,0,0
nuevax,0,9,0,7,0,0
arknet,0,9,0,8,0,0
videodrome,0,9,0,9,0,0
diplo,0,9,0,10,0,0
doom,0,9,0,11,0,0
axi,0,9,0,12,0,0
goldeneye,0,9,0,13,0,0
bbclubark,0,9,0,14,0,0
bangomatic,0,9,0,15,0,0
itsanametoo,0,9,0,16,0,0
corsaro,0,9,0,17,0,0
bountypool,0,9,0,18,0,0
arkgallery,0,9,0,19,0,0
atreides_wannabe,0,9,0,20,0,0
betty,0,9,0,21,0,0
zillion,0,9,0,22,0,0
jamiec79,0,9,0,23,0,0
dafty,0,9,0,24,0,0
locama,0,9,0,25,0,0
arktipbot,0,9,0,26,0,0
cams_yellow_jacket,0,9,0,27,0,0
provolve,0,9,0,28,0,0
sockpuppet,0,9,0,29,0,0
arky,0,9,0,30,0,0
chris,0,9,0,31,0,0
nothinghere,0,9,0,32,0,0
bcboilermaker,0,9,0,33,0,0
sidzero,0,9,0,34,0,0
biz_private,0,9,0,35,0,0
tibonos,0,9,0,36,0,0
arkmoon,0,9,0,37,0,0
nikitab12,0,9,0,38,0,0
dandelion,0,9,0,39,0,0
ares,0,9,0,40,0,0
mainarknet,0,9,0,41,0,0
gr33ndrag0n,0,9,0,42,0,0
xujian,0,9,0,43,0,0
shaman,0,9,0,44,0,0
boxpool,0,9,0,45,0,0
sharkark,0,9,0,46,0,0
x.com,0,9,0,47,0,0
dutchdelegate,0,9,0,48,0,0
ararat,0,9,0,49,0,0
mak,0,9,0,50,0,0
mr.arklife,0,10,0,0,0,0
biz,0,10,0,1,0,0
soliury,0,10,0,2,0,0
jiraffes,0,10,0,3,0,0
kolap,0,10,0,4,0,0
rising_sun,0,10,0,5,0,0
provolve,0,10,0,6,0,0
arky,0,10,0,7,0,0
sharkark,0,10,0,8,0,0
tintumon,0,10,0,9,0,0
dandelion,0,10,0,10,0,0
yin,0,10,0,11,0,0
arktipbot,0,10,0,12,0,0
quarkpool,0,10,0,13,0,0
jarunik,0,10,0,14,0,0
hippopotamus,0,10,0,15,0,0
thricepi,0,10,0,16,0,0
dutchdelegate,0,10,0,17,0,0
hagie,0,10,0,18,0,0
hardware,0,10,0,19,0,0
anamix,0,10,0,20,0,0
hami,0,10,0,21,0,0
atreides_wannabe,0,10,0,22,0,0
boxpool,0,10,0,23,0,0
gr33ndrag0n,0,10,0,24,0,0
civseed,0,10,0,25,0,0
samuray,0,10,0,26,0,0
bangomatic,0,10,0,27,0,0
rasputin,0,10,0,28,0,0
triumvirate,0,10,0,29,0,0
pitbull,0,10,0,30,0,0
betty,0,10,0,31,0,0
emotive_ark,0,10,0,32,0,0
mainarknet,0,10,0,33,0,0
arklord,0,10,0,34,0,0
chiiky,0,10,0,35,0,0
arkx,0,10,0,36,0,0
alessio,0,10,0,37,0,0
biz_classic,0,10,0,38,0,0
corsaro,0,10,0,39,0,0
deadlock,0,10,0,40,0,0
zillion,0,10,0,41,0,0
arkship,0,10,0,42,0,0
lemii,0,10,0,43,0,0
alphacapital,0,10,0,44,0,0
litcoincollector,0,10,0,45,0,0
templar,0,10,0,46,0,0
ark.business,0,10,0,47,0,0
reconnico,0,10,0,48,0,0
ghostfaceuk,0,10,0,49,0,0
pieface,0,10,0,50,0,0
lemii,0,11,0,0,0,0
bikerleszno,0,11,0,1,0,0
echo,0,11,0,2,0,0
arkfuturesmartnode,0,11,0,3,0,0
ravelou,0,11,0,4,0,0
doc,0,11,0,5,0,0
natalie,0,11,0,6,0,0
bioly,0,11,0,7,0,0
tibonos,0,11,0,8,0,0
arkimedes,0,11,0,9,0,0
gr33ndrag0n,0,11,0,10,0,0
chiiky,0,11,0,11,0,0
someonesomeone,0,11,0,12,0,0
elegato,0,11,0,13,0,0
bbclubark,0,11,0,14,0,0
biz,0,11,0,15,0,0
arky,0,11,0,16,0,0
arktipbot,0,11,0,17,0,0
mody1996,0,11,0,18,0,0
anamix,0,11,0,19,0,0
therock,0,11,0,20,0,0
smartthings,0,11,0,21,0,0
mainarknet,0,11,0,22,0,0
arkmoon,0,11,0,23,0,0
giraffe,0,11,0,24,0,0
doweig,0,11,0,25,0,0
thefoundry,0,11,0,26,0,0
ghostfaceuk,0,11,0,27,0,0
samuray,0,11,0,28,0,0
sharkpool,0,11,0,29,0,0
sonobit,0,11,0,30,0,0
civseed,0,11,0,31,0,0
pieface,0,11,0,32,0,0
corsaro,0,11,0,33,0,0
shaman,0,11,0,34,0,0
jimbob,0,11,0,35,0,0
dafricash,0,11,0,36,0,0
hami,0,11,0,37,0,0
goose,0,11,0,38,0,0
kolap,0,11,0,39,0,0
alphacapital,0,11,0,40,0,0
arkgallery,0,11,0,41,0,0
arkland,0,11,0,42,0,0
atreides_wannabe,0,11,0,43,0,0
emotive_ark,0,11,0,44,0,0
fu_sing_uing_888,0,11,0,45,0,0
videodrome,0,11,0,46,0,0
toad,0,11,0,47,0,0
ark.business,0,11,0,48,0,0
tintumon,0,11,0,49,0,0
jamiec79,0,11,0,50,0,0
sharkpool,0,12,0,0,0,0
alessio,0,12,0,1,0,0
thegoldenhorde,0,12,0,2,0,0
bcboilermaker,0,12,0,3,0,0
toad,0,12,0,4,0,0
monsterbit,0,12,0,5,0,0
thricepi,0,12,0,6,0,0
cams_yellow_jacket,0,12,0,7,0,0
arkane,0,12,0,8,0,0
biz_private,0,12,0,9,0,0
dutchdelegate,0,12,0,10,0,0
forginator,0,12,0,11,0,0
zillion,0,12,0,12,0,0
del,0,12,0,13,0,0
yin,0,12,0,14,0,0
lottox,0,12,0,15,0,0
sockpuppet,0,12,0,16,0,0
ozpooldelegate,0,12,0,17,0,0
biz,0,12,0,18,0,0
noah,0,12,0,19,0,0
cryptology,0,12,0,20,0,0
heliohash,0,12,0,21,0,0
xujian,0,12,0,22,0,0
bioly,0,12,0,23,0,0
dandelion,0,12,0,24,0,0
coolbeans,0,12,0,25,0,0
hagie,0,12,0,26,0,0
arc,0,12,0,27,0,0
chiiky,0,12,0,28,0,0
sonobit,0,12,0,29,0,0
videodrome,0,12,0,30,0,0
arktipbot,0,12,0,31,0,0
pitbull,0,12,0,32,0,0
goldeneye,0,12,0,33,0,0
isabella,0,12,0,34,0,0
deadlock,0,12,0,35,0,0
seatrips,0,12,0,36,0,0
templar,0,12,0,37,0,0
arkship,0,12,0,38,0,0
arkmoon,0,12,0,39,0,0
boxpool,0,12,0,40,0,0
smartthings,0,12,0,41,0,0
goose,0,12,0,42,0,0
lidware01,0,12,0,43,0,0
dr10,0,12,0,44,0,0
vipertkd,0,12,0,45,0,0
kiashaan,0,12,0,46,0,0
tibonos,0,12,0,47,0,0
gr33ndrag0n,0,12,0,48,0,0
echo,0,12,0,49,0,0
devasive,0,12,0,50,0,0
locama,0,13,0,0,0,0
betty,0,13,0,1,0,0
dutchdelegate,0,13,0,2,0,0
doc,0,13,0,3,0,0
barometer_delegate,0,13,0,4,0,0
elegato,0,13,0,5,0,0
bluedude,0,13,0,6,0,0
anamix,0,13,0,7,0,0
monsterbit,0,13,0,8,0,0
ares,0,13,0,9,0,0
noah,0,13,0,10,0,0
lemii,0,13,0,11,0,0
corsaro,0,13,0,12,0,0
pitbull,0,13,0,13,0,0
samuray,0,13,0,14,0,0
calidelegate,0,13,0,15,0,0
soliury,0,13,0,16,0,0
ark.business,0,13,0,17,0,0
someonesomeone,0,13,0,18,0,0
arkimedes,0,13,0,19,0,0
jimbob,0,13,0,20,0,0
ravelou,0,13,0,21,0,0
goose,0,13,0,22,0,0
bbclubark,0,13,0,23,0,0
forginator,0,13,0,24,0,0
lidware01,0,13,0,25,0,0
doom,0,13,0,26,0,0
jiraffes,0,13,0,27,0,0
axi,0,13,0,28,0,0
nikitab12,0,13,0,29,0,0
fun,0,13,0,30,0,0
triumvirate,0,13,0,31,0,0
arkship,0,13,0,32,0,0
arkpool,0,13,0,33,0,0
sharkark,0,13,0,34,0,0
arkane,0,13,0,35,0,0
bcboilermaker,0,13,0,36,0,0
echo,0,13,0,37,0,0
vipertkd,0,13,0,38,0,0
arkx,0,13,0,39,0,0
hagie,0,13,0,40,0,0
krnekdo,0,13,0,41,0,0
kolap,0,13,0,42,0,0
cams_yellow_jacket,0,13,0,43,0,0
nuevax,0,13,0,44,0,0
alphabit_fund,0,13,0,45,0,0
localhost,0,13,0,46,0,0
rising_sun,0,13,0,47,0,0
hoop,0,13,0,48,0,0
biz,0,13,0,49,0,0
thegoldenhorde,0,13,0,50,0,0
biz_private,0,14,0,0,0,0
hami,0,14,0,1,0,0
arkoar.group,0,14,0,2,0,0
mody1996,0,14,0,3,0,0
jiraffes,0,14,0,4,0,0
corsaro,0,14,0,5,0,0
acf,0,14,0,6,0,0
sharkpool,0,14,0,7,0,0
hagie,0,14,0,8,0,0
heliohash,0,14,0,9,0,0
nothinghere,0,14,0,10,0,0
dandelion,0,14,0,11,0,0
rob,0,14,0,12,0,0
vipertkd,0,14,0,13,0,0
del,0,14,0,14,0,0
smartthings,0,14,0,15,0,0
kiashaan,0,14,0,16,0,0
itsanametoo,0,14,0,17,0,0
rasputin,0,14,0,18,0,0
biz,0,14,0,19,0,0
dr10,0,14,0,20,0,0
digitron,0,14,0,21,0,0
thricepi,0,14,0,22,0,0
lidware01,0,14,0,23,0,0
doom,0,14,0,24,0,0
arkpool,0,14,0,25,0,0
arkship,0,14,0,26,0,0
superstar,0,14,0,27,0,0
bioly,0,14,0,28,0,0
arkfuturesmartnode,0,14,0,29,0,0
monsterbit,0,14,0,30,0,0
seatrips,0,14,0,31,0,0
arklord,0,14,0,32,0,0
arknet,0,14,0,33,0,0
ares,0,14,0,34,0,0
arktipbot,0,14,0,35,0,0
criptodogg,0,14,0,36,0,0
litcoincollector,0,14,0,37,0,0
mak,0,14,0,38,0,0
natalie,0,14,0,39,0,0
samuray,0,14,0,40,0,0
axi,0,14,0,41,0,0
jarunik,0,14,0,42,0,0
deadlock,0,14,0,43,0,0
hardware,0,14,0,44,0,0
4miners.net,0,14,0,45,0,0
chiiky_2,0,14,0,46,0,0
cannabanana,0,14,0,47,0,0
vega,0,14,0,48,0,0
arkx,0,14,0,49,0,0
ghostfaceuk,0,14,0,50,0,0
lidware01,0,15,0,0,0,0
triumvirate,0,15,0,1,0,0
yin,0,15,0,2,0,0
mainarknet,0,15,0,3,0,0
hami,0,15,0,4,0,0
diplo,0,15,0,5,0,0
bluedude,0,15,0,6,0,0
ondin,0,15,0,7,0,0
hippopotamus,0,15,0,8,0,0
videodrome,0,15,0,9,0,0
sharkpool,0,15,0,10,0,0
arkx,0,15,0,11,0,0
provolve,0,15,0,12,0,0
rob,0,15,0,13,0,0
ravelou,0,15,0,14,0,0
itsanametoo,0,15,0,15,0,0
vega,0,15,0,16,0,0
heliohash,0,15,0,17,0,0
fu_sing_uing_888,0,15,0,18,0,0
seatrips,0,15,0,19,0,0
eli,0,15,0,20,0,0
ararat,0,15,0,21,0,0
arkworld,0,15,0,22,0,0
dutchdelegate,0,15,0,23,0,0
digitron,0,15,0,24,0,0
arkade_delegate,0,15,0,25,0,0
thefoundry,0,15,0,26,0,0
chris,0,15,0,27,0,0
dafricash,0,15,0,28,0,0
biz_classic,0,15,0,29,0,0
someonesomeone,0,15,0,30,0,0
slasheks,0,15,0,31,0,0
bioly,0,15,0,32,0,0
goldeneye,0,15,0,33,0,0
arkane,0,15,0,34,0,0
sonobit,0,15,0,35,0,0
zillion,0,15,0,36,0,0
monsterbit,0,15,0,37,0,0
doweig,0,15,0,38,0,0
deadlock,0,15,0,39,0,0
anamix,0,15,0,40,0,0
betty,0,15,0,41,0,0
echo,0,15,0,42,0,0
arkeology,0,15,0,43,0,0
bcboilermaker,0,15,0,44,0,0
wes,0,15,0,45,0,0
dandelion,0,15,0,46,0,0
cryptology,0,15,0,47,0,0
acf,0,15,0,48,0,0
soliury,0,15,0,49,0,0
nikitab12,0,15,0,50,0,0
fu_sing_uing_888,0,16,0,0,0,0
biz_private,0,16,0,1,0,0
litcoincollector,0,16,0,2,0,0
arkeology,0,16,0,3,0,0
